size,price,Date,City,District
36,2400,2023-07-15,Kraków,Stare Miasto
30,2400,2023-07-15,Kraków,Czyżyny
65,1200,2023-07-15,Kraków,Krowodrza
38,2500,2023-07-15,Kraków,Bronowice
35,2000,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
38,2400,2023-07-15,Kraków,Krowodrza
45,3100,2023-07-15,Kraków,Grzegórzki
55,2900,2023-07-15,Kraków,Dębniki
39,2450,2023-06-23,Kraków,Dębniki
39,2800,2023-07-11,Kraków,Prądnik Biały
30,2000,2023-07-15,Kraków,Krowodrza
30,1900,2023-07-15,Kraków,Krowodrza
80,6850,2023-07-15,Kraków,Krowodrza
39,3000,2023-07-15,Kraków,Podgórze
42,3190,2023-07-15,Kraków,Krowodrza
63,3200,2023-07-15,Kraków,Bieńczyce
34,2625,2023-07-15,Kraków,Krowodrza
42,2300,2023-07-15,Kraków,Krowodrza
42,3000,2023-07-15,Kraków,Bieńczyce
37,2450,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
62,3200,2023-07-15,Kraków,Stare Miasto
85,6225,2023-07-14,Kraków,Zwierzyniec
56,2800,2023-07-14,Kraków,Krowodrza
56,3600,2023-07-14,Kraków,Prądnik Biały
35,1750,2023-07-15,Kraków,Swoszowice
76,2900,2023-07-15,Kraków,Krowodrza
51,2500,2023-07-15,Kraków,Bieńczyce
60,4450,2023-07-15,Kraków,Krowodrza
20,1900,2023-07-15,Kraków,Krowodrza
46,2500,2023-07-15,Kraków,Czyżyny
43,2000,2023-07-15,Kraków,Podgórze Duchackie
44,2800,2023-07-15,Kraków,Prądnik Biały
35,2800,2023-07-15,Kraków,Grzegórzki
140,10000,2023-07-15,Kraków,Stare Miasto
35,2000,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
73,4400,2023-07-13,Kraków,Stare Miasto
50,2000,2023-07-02,Kraków,
46,2300,2023-07-15,Kraków,Prądnik Biały
62,3200,2023-07-15,Kraków,Stare Miasto
62,2900,2023-07-15,Kraków,Dębniki
36,2600,2023-07-15,Kraków,Bronowice
33,1200,2023-07-15,Kraków,Bieżanów-Prokocim
60,3000,2023-07-15,Kraków,Prądnik Biały
55,2500,2023-07-15,Kraków,Bronowice
75,3800,2023-07-15,Kraków,Prądnik Czerwony
60,3000,2023-07-15,Kraków,Stare Miasto
27,2500,2023-07-15,Kraków,Podgórze Duchackie
55,2800,2023-07-14,Kraków,Grzegórzki
37,2400,2023-07-14,Kraków,Bronowice
120,12500,2023-07-14,Kraków,Stare Miasto
44,3745,2023-07-15,Kraków,Krowodrza
78,7680,2023-07-15,Kraków,Krowodrza
45,2500,2023-07-15,Kraków,Podgórze
32,2590,2023-07-15,Kraków,Mistrzejowice
55,2500,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
28,1800,2023-07-15,Kraków,Grzegórzki
25,2400,2023-07-15,Kraków,Grzegórzki
52,3200,2023-07-15,Kraków,Stare Miasto
42,2100,2023-07-15,Kraków,Prądnik Biały
49,2500,2023-07-15,Kraków,Podgórze Duchackie
47,3500,2023-07-14,Kraków,Krowodrza
42,3000,2023-07-15,Kraków,Bieńczyce
63,3000,2023-07-12,Kraków,Stare Miasto
48,3300,2023-07-15,Kraków,Dębniki
25,2000,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
25,1980,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
25,2000,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
19,1800,2023-07-15,Kraków,Krowodrza
52,2500,2023-07-15,Kraków,Krowodrza
67,3500,2023-07-15,Kraków,Czyżyny
15,1900,2023-07-15,Kraków,Stare Miasto
51,2400,2023-07-15,Kraków,Czyżyny
30,2000,2023-07-15,Kraków,Krowodrza
42,3190,2023-07-15,Kraków,Krowodrza
77,4300,2023-07-14,Kraków,Grzegórzki
47,2000,2023-07-13,Kraków,Dębniki
30,1500,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
21,1500,2023-07-15,Kraków,Bieżanów-Prokocim
50,2200,2023-07-15,Kraków,Bieńczyce
48,2800,2023-07-15,Kraków,Czyżyny
76,5600,2023-07-15,Kraków,Stare Miasto
26,1900,2023-07-15,Kraków,Bieżanów-Prokocim
48,2200,2023-07-15,Kraków,Podgórze
55,5000,2023-07-15,Kraków,Zwierzyniec
60,3300,2023-07-15,Kraków,Dębniki
25,1800,2023-07-15,Kraków,Podgórze
48,2600,2023-07-14,Kraków,Prądnik Biały
50,1750,2023-07-07,Kraków,Wzgórza Krzesławickie
54,2999,2023-07-14,Kraków,Bronowice
22,2100,2023-07-15,Kraków,Bronowice
27,2200,2023-07-15,Kraków,Dębniki
55,1900,2023-07-15,Kraków,Podgórze
19,2250,2023-07-15,Kraków,Grzegórzki
55,3500,2023-07-15,Kraków,Grzegórzki
27,1650,2023-07-15,Kraków,Podgórze Duchackie
65,2700,2023-07-15,Kraków,Prądnik Czerwony
32,2500,2023-07-15,Kraków,Grzegórzki
57,3500,2023-07-15,Kraków,Krowodrza
40,2900,2023-07-15,Kraków,Stare Miasto
50,2600,2023-07-13,Kraków,Dębniki
37,2700,2023-07-14,Kraków,Dębniki
40,2600,2023-07-12,Kraków,Krowodrza
40,3000,2023-07-15,Kraków,Stare Miasto
38,2300,2023-07-15,Kraków,Podgórze
31,2400,2023-07-15,Kraków,Podgórze
45,1900,2023-07-15,Kraków,Prądnik Biały
43,2550,2023-07-15,Kraków,Stare Miasto
28,2300,2023-07-15,Kraków,Stare Miasto
38,2200,2023-07-15,Kraków,Bieńczyce
46,2200,2023-07-15,Kraków,Prądnik Czerwony
80,4000,2023-07-15,Kraków,Prądnik Czerwony
40,2500,2023-07-15,Kraków,Podgórze
50,2500,2023-07-14,Kraków,Dębniki
54,920,2023-07-14,Kraków,Prądnik Czerwony
43,2550,2023-07-15,Kraków,Stare Miasto
35,2200,2023-07-15,Kraków,Dębniki
48,2900,2023-07-14,Kraków,Bieńczyce
100,3600,2023-07-14,Kraków,Stare Miasto
36,1650,2023-07-14,Kraków,Czyżyny
25,2400,2023-07-14,Kraków,Grzegórzki
36,1650,2023-07-14,Kraków,Bieńczyce
62,3800,2023-07-14,Kraków,Podgórze
32,2100,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
25,2500,2023-07-14,Kraków,Stare Miasto
57,2500,2023-07-14,Kraków,Dębniki
37,2700,2023-07-14,Kraków,Dębniki
20,1900,2023-07-15,Kraków,Stare Miasto
53,2600,2023-07-13,Kraków,Dębniki
50,2500,2023-07-14,Kraków,Dębniki
36,2800,2023-07-14,Kraków,Dębniki
36,2399,2023-07-14,Kraków,Prądnik Biały
35,3200,2023-07-14,Kraków,Podgórze
37,2400,2023-07-14,Kraków,Bronowice
28,2500,2023-07-14,Kraków,Podgórze Duchackie
42,2000,2023-07-14,Kraków,Prądnik Czerwony
32,2200,2023-07-14,Kraków,Czyżyny
46,2500,2023-07-14,Kraków,Grzegórzki
75,2100,2023-07-14,Kraków,Podgórze
42,2300,2023-07-15,Kraków,Krowodrza
50,3000,2023-07-14,Kraków,Podgórze Duchackie
30,2000,2023-07-15,Kraków,Krowodrza
66,2600,2023-07-14,Kraków,Prądnik Czerwony
57,2800,2023-07-14,Kraków,Prądnik Biały
45,2800,2023-07-14,Kraków,Podgórze
48,2400,2023-07-14,Kraków,Podgórze
70,4000,2023-07-14,Kraków,Stare Miasto
25,1750,2023-07-14,Kraków,Stare Miasto
37,2600,2023-07-14,Kraków,Nowa Huta
56,1820,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
50,2800,2023-07-14,Kraków,Prądnik Biały
35,2100,2023-07-14,Kraków,Krowodrza
53,2900,2023-07-14,Kraków,Dębniki
62,350,2023-07-14,Kraków,Prądnik Biały
25,2000,2023-07-13,Kraków,Prądnik Czerwony
56,2800,2023-07-14,Kraków,Zwierzyniec
35,2500,2023-07-14,Kraków,Podgórze
40,2600,2023-07-14,Kraków,Bronowice
45,2850,2023-07-14,Kraków,Stare Miasto
37,2200,2023-07-14,Kraków,Bronowice
40,2700,2023-07-14,Kraków,Prądnik Biały
39,2400,2023-07-14,Kraków,Bieńczyce
39,1900,2023-07-14,Kraków,Bieńczyce
40,2800,2023-07-14,Kraków,Prądnik Czerwony
45,3000,2023-07-14,Kraków,Stare Miasto
25,2000,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
73,4400,2023-07-13,Kraków,Stare Miasto
37,2990,2023-07-14,Kraków,Grzegórzki
21,2500,2023-07-14,Kraków,Stare Miasto
88,4500,2023-07-14,Kraków,Krowodrza
45,3800,2023-07-14,Kraków,Stare Miasto
36,2000,2023-07-14,Kraków,Bieńczyce
120,12500,2023-07-14,Kraków,Stare Miasto
26,2000,2023-07-14,Kraków,Stare Miasto
35,2100,2023-07-14,Kraków,Bronowice
45,2400,2023-07-14,Kraków,Bieżanów-Prokocim
75,5500,2023-07-14,Kraków,Podgórze
39,2500,2023-07-14,Kraków,Stare Miasto
50,2800,2023-07-14,Kraków,Prądnik Biały
53,3400,2023-07-03,Kraków,Prądnik Biały
47,3500,2023-07-12,Kraków,Krowodrza
42,2950,2023-07-14,Kraków,Podgórze Duchackie
37,2500,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
67,4500,2023-07-14,Kraków,Dębniki
69,4200,2023-07-14,Kraków,Prądnik Biały
53,3000,2023-07-14,Kraków,Grzegórzki
45,3500,2023-07-14,Kraków,Krowodrza
50,3500,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
47,2400,2023-07-14,Kraków,Czyżyny
37,2000,2023-07-14,Kraków,Nowa Huta
38,2500,2023-07-14,Kraków,Grzegórzki
38,3000,2023-07-13,Kraków,Prądnik Biały
45,3500,2023-07-14,Kraków,Krowodrza
19,1850,2023-07-13,Kraków,Stare Miasto
23,1000,2023-07-14,Kraków,Bronowice
37,1700,2023-07-14,Kraków,Nowa Huta
45,3500,2023-07-14,Kraków,Bronowice
43,3300,2023-07-14,Kraków,Prądnik Biały
56,2800,2023-07-14,Kraków,Krowodrza
85,6225,2023-07-14,Kraków,Zwierzyniec
45,1900,2023-07-14,Kraków,Prądnik Biały
50,3800,2023-07-14,Kraków,Prądnik Biały
50,3000,2023-07-14,Kraków,Prądnik Biały
50,2800,2023-07-14,Kraków,Krowodrza
62,3200,2023-07-15,Kraków,Stare Miasto
46,2600,2023-06-23,Kraków,Czyżyny
56,2800,2023-07-12,Kraków,Zwierzyniec
45,3500,2023-07-14,Kraków,Grzegórzki
20,1500,2023-07-14,Kraków,Bieżanów-Prokocim
60,2500,2023-07-14,Kraków,Podgórze
24,2229,2023-07-14,Kraków,Prądnik Biały
47,3500,2023-07-14,Kraków,Krowodrza
100,5000,2023-07-14,Kraków,Bronowice
33,1800,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
40,2300,2023-07-14,Kraków,Krowodrza
96,7500,2023-07-14,Kraków,Dębniki
48,3700,2023-07-14,Kraków,Krowodrza
40,2000,2023-06-21,Kraków,Prądnik Biały
62,3000,2023-07-11,Kraków,Łagiewniki-Borek Fałęcki
36,2600,2023-07-15,Kraków,Bronowice
38,3600,2023-07-14,Kraków,Zwierzyniec
23,1800,2023-07-14,Kraków,Stare Miasto
42,3200,2023-07-14,Kraków,Bronowice
18,1800,2023-07-14,Kraków,Stare Miasto
35,2400,2023-07-14,Kraków,Prądnik Biały
45,2400,2023-07-14,Kraków,Czyżyny
67,3800,2023-07-14,Kraków,Czyżyny
35,2400,2023-07-14,Kraków,Dębniki
53,1999,2023-07-14,Kraków,Prądnik Czerwony
48,2600,2023-07-14,Kraków,Prądnik Biały
35,3000,2023-07-14,Kraków,Mistrzejowice
63,3000,2023-07-12,Kraków,Stare Miasto
27,2500,2023-07-15,Kraków,Podgórze Duchackie
59,3750,2023-07-14,Kraków,Krowodrza
28,1700,2023-07-14,Kraków,Bronowice
40,2600,2023-07-14,Kraków,Mistrzejowice
45,2799,2023-07-14,Kraków,Podgórze
86,3899,2023-07-14,Kraków,Zwierzyniec
39,2700,2023-07-14,Kraków,Mistrzejowice
44,2400,2023-07-14,Kraków,Czyżyny
42,1800,2023-07-14,Kraków,Stare Miasto
30,1600,2023-07-14,Kraków,Prądnik Biały
40,2000,2023-07-14,Kraków,Stare Miasto
40,2600,2023-07-11,Kraków,Bieżanów-Prokocim
19,1850,2023-07-13,Kraków,Stare Miasto
40,3200,2023-07-15,Kraków,Zwierzyniec
28,2600,2023-07-14,Kraków,Zwierzyniec
53,2900,2023-07-14,Kraków,Dębniki
50,2900,2023-07-14,Kraków,Bronowice
30,2300,2023-07-14,Kraków,Krowodrza
42,2500,2023-07-14,Kraków,Bieżanów-Prokocim
72,4500,2023-07-14,Kraków,Podgórze
77,4300,2023-07-14,Kraków,Grzegórzki
37,2600,2023-07-14,Kraków,Bieżanów-Prokocim
41,3100,2023-07-14,Kraków,Prądnik Biały
74,950,2023-07-14,Kraków,Prądnik Czerwony
25,2000,2023-07-13,Kraków,Prądnik Czerwony
45,3100,2023-07-15,Kraków,Grzegórzki
75,3799,2023-07-14,Kraków,Prądnik Czerwony
74,5500,2023-07-14,Kraków,Grzegórzki
34,2500,2023-07-14,Kraków,Krowodrza
30,2100,2023-07-14,Kraków,Bieżanów-Prokocim
52,2500,2023-07-14,Kraków,Bieżanów-Prokocim
54,920,2023-07-14,Kraków,Prądnik Czerwony
200,9500,2023-07-14,Kraków,Zwierzyniec
40,3500,2023-07-14,Kraków,Krowodrza
58,2500,2023-07-14,Kraków,Krowodrza
43,2950,2023-07-15,Kraków,Dębniki
74,1000,2023-07-14,Kraków,Prądnik Biały
45,2300,2023-07-13,Kraków,Dębniki
36,1650,2023-07-14,Kraków,Bieńczyce
62,350,2023-07-14,Kraków,Prądnik Biały
34,3300,2023-07-14,Kraków,Podgórze
54,2800,2023-07-14,Kraków,Wzgórza Krzesławickie
65,3900,2023-07-14,Kraków,Grzegórzki
72,4200,2023-07-14,Kraków,Bronowice
36,2200,2023-07-14,Kraków,Dębniki
58,2400,2023-07-14,Kraków,Bronowice
38,2400,2023-07-14,Kraków,Krowodrza
40,3300,2023-07-14,Kraków,Podgórze
30,1900,2023-07-14,Kraków,Dębniki
66,3400,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
25,2000,2023-07-15,Kraków,Łagiewniki-Borek Fałęcki
43,2550,2023-07-15,Kraków,Stare Miasto
45,3000,2023-07-13,Kraków,Stare Miasto
15,300,2023-07-14,Kraków,Bieńczyce
15,300,2023-07-14,Kraków,Bieńczyce
75,5500,2023-07-14,Kraków,Stare Miasto
2,2400,2023-07-14,Kraków,Krowodrza
54,2300,2023-07-14,Kraków,Dębniki
28,2300,2023-07-14,Kraków,Podgórze Duchackie
50,3000,2023-07-14,Kraków,Podgórze Duchackie
33,1900,2023-07-14,Kraków,Podgórze Duchackie
58,2400,2023-07-14,Kraków,Bronowice
60,1400,2023-07-14,Kraków,Bronowice
50,1750,2023-07-07,Kraków,Wzgórza Krzesławickie
45,2800,2023-07-14,Kraków,Podgórze
60,3999,2023-07-13,Kraków,Grzegórzki
30,1800,2023-07-14,Kraków,Stare Miasto
95,8500,2023-07-14,Kraków,Podgórze
33,2300,2023-07-14,Kraków,Prądnik Biały
37,2700,2023-07-14,Kraków,Dębniki
132,12500,2023-07-14,Kraków,Grzegórzki
36,2000,2023-07-14,Kraków,Krowodrza
82,5500,2023-07-14,Kraków,Prądnik Biały
45,3100,2023-07-14,Kraków,
43,2650,2023-07-14,Kraków,Krowodrza
40,2800,2023-07-14,Kraków,Podgórze Duchackie
37,2500,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
37,2800,2023-07-13,Kraków,Prądnik Biały
48,3100,2023-07-13,Kraków,Prądnik Biały
55,2800,2023-07-14,Kraków,Grzegórzki
34,3500,2023-07-14,Kraków,Stare Miasto
50,2200,2023-07-14,Kraków,Bronowice
100,4900,2023-07-14,Kraków,Bronowice
19,1800,2023-07-14,Kraków,Podgórze Duchackie
49,2000,2023-07-14,Kraków,Mistrzejowice
39,2500,2023-07-14,Kraków,Krowodrza
42,2100,2023-07-14,Kraków,Prądnik Biały
70,3200,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
54,2800,2023-07-14,Kraków,Podgórze
37,2500,2023-07-08,Kraków,Dębniki
42,3190,2023-07-15,Kraków,Krowodrza
53,3000,2023-07-14,Kraków,Grzegórzki
80,5000,2023-07-14,Kraków,Podgórze
34,2800,2023-07-14,Kraków,Podgórze
55,2500,2023-07-14,Kraków,Krowodrza
65,3200,2023-07-14,Kraków,Podgórze Duchackie
56,3800,2023-07-14,Kraków,Grzegórzki
55,2500,2023-07-14,Kraków,Stare Miasto
37,2100,2023-07-14,Kraków,Bieńczyce
56,3600,2023-07-14,Kraków,Prądnik Biały
47,2700,2023-07-14,Kraków,Bronowice
40,2900,2023-07-14,Kraków,Mistrzejowice
40,3300,2023-07-12,Kraków,Krowodrza
36,2000,2023-07-14,Kraków,Bieńczyce
30,1900,2023-07-15,Kraków,Krowodrza
59,3200,2023-07-14,Kraków,Prądnik Biały
50,2300,2023-07-14,Kraków,Stare Miasto
65,3600,2023-07-14,Kraków,Grzegórzki
23,2000,2023-07-14,Kraków,Bronowice
40,3200,2023-07-14,Kraków,Grzegórzki
25,2300,2023-07-14,Kraków,Podgórze
51,2900,2023-07-14,Kraków,Krowodrza
22,1600,2023-07-14,Kraków,Grzegórzki
54,2500,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
20,1285,2023-07-14,Kraków,Zwierzyniec
53,3000,2023-07-14,Kraków,Grzegórzki
37,2500,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
56,2700,2023-07-14,Kraków,Prądnik Biały
24,1420,2023-07-14,Kraków,Zwierzyniec
18,2200,2023-07-14,Kraków,Zwierzyniec
17,2065,2023-07-14,Kraków,Zwierzyniec
80,3800,2023-07-14,Kraków,Bieńczyce
50,2800,2023-07-14,Kraków,Stare Miasto
14,1900,2023-07-14,Kraków,Stare Miasto
60,3500,2023-07-14,Kraków,Prądnik Biały
39,3300,2023-07-14,Kraków,Zwierzyniec
38,3300,2023-07-14,Kraków,Krowodrza
25,1900,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
77,4300,2023-07-14,Kraków,Grzegórzki
53,2600,2023-07-13,Kraków,Dębniki
20,2400,2023-07-13,Kraków,Stare Miasto
55,2999,2023-07-14,Kraków,Stare Miasto
52,2650,2023-07-14,Kraków,Grzegórzki
32,2200,2023-07-14,Kraków,Łagiewniki-Borek Fałęcki
48,2500,2023-07-14,Kraków,Podgórze Duchackie
24,2200,2023-07-14,Kraków,Stare Miasto
56,2350,2023-07-14,Kraków,Mistrzejowice
25,3000,2023-07-14,Kraków,Podgórze
30,1300,2023-07-14,Kraków,Podgórze Duchackie
77,4000,2023-07-14,Kraków,Dębniki
40,3300,2023-07-14,Kraków,Podgórze
46,3000,2023-07-14,Kraków,Krowodrza
46,3000,2023-07-13,Kraków,Krowodrza
45,3000,2023-07-13,Kraków,Stare Miasto
40,2600,2023-07-14,Kraków,Dębniki
20,1600,2023-07-14,Kraków,Krowodrza
38,2070,2023-07-14,Kraków,Krowodrza
43,2500,2023-07-14,Kraków,Stare Miasto
14,1495,2023-07-14,Kraków,Prądnik Czerwony
32,2000,2023-07-14,Kraków,Prądnik Biały
46,3000,2023-07-14,Kraków,Bronowice
37,2500,2023-07-14,Kraków,Bieżanów-Prokocim
20,1800,2023-07-14,Kraków,Bieżanów-Prokocim
43,2900,2023-07-12,Kraków,Podgórze
37,2700,2023-07-14,Kraków,Dębniki
52,3200,2023-07-12,Kraków,Prądnik Biały
35,3000,2023-07-14,Kraków,Mistrzejowice
33,2700,2023-07-14,Kraków,Grzegórzki
37,2200,2023-07-14,Kraków,Grzegórzki
54,2999,2023-07-14,Kraków,Bronowice
50,3200,2023-07-14,Kraków,Prądnik Czerwony
33,2100,2023-07-14,Kraków,Bieńczyce
30,2000,2023-07-14,Kraków,Dębniki
109,4400,2023-07-14,Kraków,Podgórze
23,2000,2023-07-14,Kraków,Prądnik Czerwony
62,2590,2023-07-14,Kraków,Mistrzejowice
90,4000,2023-07-13,Kraków,Bieńczyce
40,3200,2023-07-15,Kraków,Zwierzyniec
32,2500,2023-07-13,Kraków,Podgórze
30,1900,2023-07-14,Kraków,Wzgórza Krzesławickie
63,2500,2023-07-14,Kraków,Dębniki
62,350,2023-07-14,Kraków,Prądnik Biały
35,2800,2023-07-14,Kraków,Stare Miasto
30,2800,2023-07-14,Kraków,Grzegórzki
27,1900,2023-07-14,Kraków,Stare Miasto
37,2990,2023-07-14,Kraków,Grzegórzki
76,3800,2023-07-14,Kraków,Stare Miasto
31,3100,2023-07-14,Kraków,Grzegórzki
14,1200,2023-07-14,Kraków,Krowodrza
40,3450,2023-07-04,Kraków,Grzegórzki
40,3300,2023-07-10,Kraków,Grzegórzki
22,2100,2023-07-15,Kraków,Bronowice
56,2700,2023-07-14,Kraków,Prądnik Biały
39,2850,2023-07-14,Kraków,Krowodrza
46,2400,2023-07-14,Kraków,Prądnik Czerwony
30,1600,2023-07-14,Kraków,Mistrzejowice
53,1200,2023-07-14,Kraków,Dębniki
30,1900,2023-07-14,Kraków,Krowodrza
45,2800,2023-07-14,Kraków,Podgórze Duchackie
52,3500,2023-07-14,Kraków,Grzegórzki
54,2500,2023-07-14,Kraków,Krowodrza
34,1800,2023-07-14,Kraków,Prądnik Czerwony
32,2590,2023-07-15,Kraków,Mistrzejowice
39,1950,2023-07-13,Kraków,Bronowice
47,2000,2023-07-11,Kraków,Stare Miasto
46,2600,2023-07-14,Kraków,Stare Miasto
43,2700,2023-07-14,Kraków,Prądnik Biały
42,2200,2023-07-14,Kraków,Prądnik Biały
42,3200,2023-07-14,Kraków,Grzegórzki
75,3799,2023-07-14,Kraków,Prądnik Czerwony
36,3100,2023-07-13,Kraków,Podgórze
33,2300,2023-07-13,Kraków,Grzegórzki
37,2200,2023-07-13,Kraków,Grzegórzki
28,2500,2023-07-13,Kraków,Grzegórzki
32,2500,2023-07-13,Kraków,Podgórze
36,2600,2023-07-15,Kraków,Bronowice
54,920,2023-07-14,Kraków,Prądnik Czerwony
67,3600,2023-07-10,Kraków,Prądnik Czerwony
47,2000,2023-07-13,Kraków,Dębniki
48,2000,2023-07-13,Kraków,Nowa Huta
63,3000,2023-07-13,Kraków,Podgórze Duchackie
50,2500,2023-07-13,Kraków,Bronowice
65,3400,2023-07-13,Kraków,Dębniki
57,4000,2023-07-13,Kraków,Prądnik Biały
34,3000,2023-07-13,Kraków,Podgórze
67,3700,2023-07-13,Kraków,Stare Miasto
75,5600,2023-07-13,Kraków,Dębniki
32,2700,2023-07-13,Kraków,Stare Miasto
32,2500,2023-07-13,Kraków,Podgórze
120,12500,2023-07-14,Kraków,Stare Miasto
67,4500,2023-07-14,Kraków,Dębniki
47,3200,2023-07-13,Kraków,Prądnik Biały
60,3500,2023-07-13,Kraków,Stare Miasto
45,3000,2023-07-13,Kraków,Stare Miasto
38,3300,2023-07-13,Kraków,Grzegórzki
49,2300,2023-07-13,Kraków,Dębniki
52,3400,2023-07-13,Kraków,Stare Miasto
45,2900,2023-07-13,Kraków,Prądnik Czerwony
37,2500,2023-07-13,Kraków,Dębniki
45,2300,2023-07-13,Kraków,Dębniki
38,1960,2023-07-13,Kraków,Mistrzejowice
48,2400,2023-07-14,Kraków,Podgórze
46,2300,2023-07-15,Kraków,Prądnik Biały
25,2000,2023-07-13,Kraków,Prądnik Czerwony
48,2500,2023-07-13,Kraków,Krowodrza
32,2200,2023-07-13,Kraków,Krowodrza
45,2300,2023-07-13,Kraków,Dębniki
68,3750,2023-07-13,Kraków,Czyżyny
25,2000,2023-07-13,Kraków,Podgórze
44,2600,2023-07-13,Kraków,Bronowice
37,2500,2023-07-13,Kraków,Bieżanów-Prokocim
38,2700,2023-07-13,Kraków,Dębniki
54,4500,2023-07-13,Kraków,Krowodrza
43,3500,2023-07-13,Kraków,Krowodrza
25,2500,2023-07-14,Kraków,Stare Miasto
42,3800,2023-07-11,Kraków,Stare Miasto
140,2400,2023-07-15,Kraków,Stare Miasto
39,3000,2023-07-13,Kraków,Krowodrza
46,2900,2023-07-13,Kraków,Bronowice
40,2700,2023-07-13,Kraków,Podgórze Duchackie
69,4200,2023-07-13,Kraków,Grzegórzki
40,2500,2023-07-13,Kraków,Podgórze
18,2500,2023-07-13,Kraków,
40,1900,2023-07-13,Kraków,Podgórze
45,3000,2023-07-13,Kraków,Dębniki
18,2500,2023-07-13,Kraków,Prądnik Biały
60,3999,2023-07-13,Kraków,Grzegórzki
26,2000,2023-07-13,Kraków,Krowodrza
22,1600,2023-07-12,Kraków,Dębniki
25,1500,2023-07-13,Kraków,Nowa Huta
53,2600,2023-07-13,Kraków,Dębniki
72,4200,2023-07-13,Kraków,Zwierzyniec
53,3100,2023-07-13,Kraków,Bieżanów-Prokocim
87,7500,2023-07-13,Kraków,Dębniki
87,7500,2023-07-13,Kraków,Dębniki
65,2250,2023-07-13,Kraków,Bronowice
48,3700,2023-07-13,Kraków,Krowodrza
32,2850,2023-07-13,Kraków,Stare Miasto
50,2600,2023-07-13,Kraków,Dębniki
40,2600,2023-07-12,Kraków,Krowodrza
48,2900,2023-07-14,Kraków,Bieńczyce
35,2500,2023-07-13,Kraków,Prądnik Biały
62,3800,2023-07-13,Kraków,Czyżyny
34,1600,2023-07-13,Kraków,Prądnik Biały
56,3500,2023-07-13,Kraków,Grzegórzki
19,1000,2023-07-13,Kraków,Bronowice
20,900,2023-07-13,Kraków,Prądnik Biały
44,2100,2023-07-13,Kraków,Prądnik Czerwony
36,2500,2023-07-13,Kraków,Bronowice
30,2700,2023-07-13,Kraków,Grzegórzki
35,1100,2023-07-13,Kraków,Nowa Huta
35,3400,2023-07-13,Kraków,Bronowice
36,2600,2023-07-15,Kraków,Bronowice
30,1900,2023-07-15,Kraków,Krowodrza
51,3500,2023-07-12,Kraków,Krowodrza
32,3200,2023-07-13,Kraków,Prądnik Czerwony
62,2800,2023-07-13,Kraków,Prądnik Biały
47,3200,2023-07-13,Kraków,Krowodrza
57,2500,2023-07-13,Kraków,Bronowice
32,2590,2023-07-13,Kraków,Prądnik Biały
47,2800,2023-07-13,Kraków,Łagiewniki-Borek Fałęcki
36,2000,2023-07-13,Kraków,Prądnik Biały
36,2150,2023-07-13,Kraków,Dębniki
55,3800,2023-07-13,Kraków,Mistrzejowice
25,1500,2023-07-13,Kraków,Nowa Huta
45,3500,2023-07-14,Kraków,Krowodrza
45,2400,2023-07-14,Kraków,Czyżyny
45,2300,2023-07-13,Kraków,Dębniki
140,11500,2023-07-13,Kraków,Stare Miasto
55,2800,2023-07-13,Kraków,Dębniki
58,3600,2023-07-13,Kraków,Dębniki
59,3700,2023-07-13,Kraków,Krowodrza
26,4000,2023-07-13,Kraków,Stare Miasto
58,3000,2023-07-13,Kraków,Podgórze
49,2500,2023-07-13,Kraków,Podgórze Duchackie
20,2400,2023-07-13,Kraków,Stare Miasto
97,6500,2023-07-13,Kraków,Stare Miasto
38,2950,2023-07-13,Kraków,Bieżanów-Prokocim
42,2950,2023-07-14,Kraków,Podgórze Duchackie
40,2600,2023-07-12,Kraków,Krowodrza
60,3000,2023-07-13,Kraków,Prądnik Biały
31,2900,2023-07-13,Kraków,Krowodrza
54,2950,2023-07-13,Kraków,
57,3000,2023-07-13,Kraków,Krowodrza
80,3600,2023-07-13,Kraków,Krowodrza
54,2400,2023-07-13,Kraków,Bieżanów-Prokocim
48,3100,2023-07-13,Kraków,Prądnik Biały
48,2600,2023-07-13,Kraków,Krowodrza
38,2900,2023-07-13,Kraków,Grzegórzki
79,2500,2023-07-13,Kraków,Czyżyny
43,2650,2023-07-14,Kraków,Krowodrza
